Rating,Datadate,Content,BOW,Sentiment Score
3,23/10/2020,"So, the switch is just about perfect. Only problem: it doesn’t want to connect to any dock. I’ve tried repeatedly and done extensive research, but to no avail. Other than that issue, everything else is nice. The package came unsealed and looked like it had been opened before, which isn’t what I paid $400+ dollars for. But everything looked well enough that I let it go. If I was really desperate for the dock connectivity, this would have been a no-go, and it would have immediately went back. Luckily, I can live without out it. Just be weary of buying a switch on amazon. 7/10 it’s done right, but that other 3 you’ll get an switch that is a dud in one way or another.","Counter({'switch': 3, 'dock': 2, 'done': 2, 'everything': 2, 'looked': 2, 'would': 2, 'perfect': 1, 'problem': 1, 'want': 1, 'connect': 1, 'tried': 1, 'repeatedly': 1, 'extensive': 1, 'research': 1, 'avail': 1, 'issue': 1, 'else': 1, 'nice': 1, 'package': 1, 'came': 1, 'unsealed': 1, 'like': 1, 'opened': 1, 'paid': 1, 'dollar': 1, 'well': 1, 'enough': 1, 'let': 1, 'go': 1, 'really': 1, 'desperate': 1, 'connectivity': 1, 'immediately': 1, 'went': 1, 'back': 1, 'luckily': 1, 'live': 1, 'without': 1, 'weary': 1, 'buying': 1, 'amazon': 1, 'right': 1, 'get': 1, 'dud': 1, 'one': 1, 'way': 1, 'another': 1})",0.125450938
5,23/10/2020,Came in a reasonable time,"Counter({'came': 1, 'reasonable': 1, 'time': 1})",0.2
5,24/10/2020,My son wants a switch for Xmas. I knew I had to get one before November and the holiday shopping rush. These things have been in short supply since the beginning of the year. I paid $80 more than I should have. I'm not happy about that. I'm sure it's a great system.  I just don't like paying ridiculous money for things.,"Counter({'thing': 2, 'son': 1, 'want': 1, 'switch': 1, 'xmas': 1, 'knew': 1, 'get': 1, 'one': 1, 'november': 1, 'holiday': 1, 'shopping': 1, 'rush': 1, 'short': 1, 'supply': 1, 'since': 1, 'beginning': 1, 'year': 1, 'paid': 1, 'happy': 1, 'sure': 1, 'great': 1, 'system': 1, 'like': 1, 'paying': 1, 'ridiculous': 1, 'money': 1})",0.180952381
5,24/10/2020,Good game. My 8 years old love it,"Counter({'good': 1, 'game': 1, 'year': 1, 'old': 1, 'love': 1})",0.225
1,25/10/2020,Less than one year old and wont work,"Counter({'le': 1, 'one': 1, 'year': 1, 'old': 1, 'wont': 1, 'work': 1})",-0.033333333
1,25/10/2020,The box did not connect to TV. I had to send it back and I am still waiting on refund. The serial numbers on box and console did not match so that was another headache. Walmart can do better.!,"Counter({'box': 2, 'connect': 1, 'tv': 1, 'send': 1, 'back': 1, 'still': 1, 'waiting': 1, 'refund': 1, 'serial': 1, 'number': 1, 'console': 1, 'match': 1, 'another': 1, 'headache': 1, 'walmart': 1, 'better': 1})",0.3125
5,25/10/2020,"I got this for work as a hand held system to play during slow times. And it has been great. Its easy to use, great graphics and games.","Counter({'great': 2, 'got': 1, 'work': 1, 'hand': 1, 'held': 1, 'system': 1, 'play': 1, 'slow': 1, 'time': 1, 'easy': 1, 'use': 1, 'graphic': 1, 'game': 1})",0.433333333
5,25/10/2020,Got an amazing deal and especially when it was out of stock everywhere I got it for a very discounted price,"Counter({'got': 2, 'amazing': 1, 'deal': 1, 'especially': 1, 'stock': 1, 'everywhere': 1, 'discounted': 1, 'price': 1})",0.266666667
5,25/10/2020,Love the Nintendo Switch. Easy to set up and easy to use,"Counter({'easy': 2, 'love': 1, 'nintendo': 1, 'switch': 1, 'set': 1, 'use': 1})",0.455555556
5,25/10/2020,This is a gift and I loved fast shipping and price Im sure he will love it,"Counter({'gift': 1, 'loved': 1, 'fast': 1, 'shipping': 1, 'price': 1, 'im': 1, 'sure': 1, 'love': 1})",0.475
5,26/10/2020,"I bought this unit for my wife and she seems to love it. I myself am not a gamer, but she's an enthusiastic player, so I guess I would recommend this unit based on her level of enjoyment!","Counter({'unit': 2, 'bought': 1, 'wife': 1, 'seems': 1, 'love': 1, 'gamer': 1, 'enthusiastic': 1, 'player': 1, 'guess': 1, 'would': 1, 'recommend': 1, 'based': 1, 'level': 1, 'enjoyment': 1})",0.625
1,26/10/2020,"First, I'm going to start by saying there are a ton of things to love about the Nintendo Switch. The problem I have has more to do with the service provided by Nintendo. A company is not only judged by what they can produce but how they stand behind their products. I had a game card that started failing shortly after 90 days and so I contacted the Nintendo technical support. I was told the repair would be $30 and an additional $10 in shipping. I was also told it would take 5 weeks time for the repair. Now this is where I need to be pretty blunt. Asking me to pay $40 to repair a game card when the original game was only $49.95 is an absolute rip off and not a sound investment. Furthermore, you don't repair these kinds of game cartridges. Inside the card is usually a single IC chip soldered to a board so the chip can be read by the card reader. Even Intel does not ""repair"" their CPUs or other IC chips so it is easy for me to say Nintendo does not either. If anything, the unit will be replaced, which does not take 5 weeks. At this point, what adds insult to injury is the same game is available on the Nintendo eShop for $59.95. The digital download version of the game does not suffer the same issues with losing your game due to faulty cartridges. The use of digital copies has been huge for movies, and many of them give it to you for free. Nintendo has you pay more and it is a separate purchase as if you did not have the game to begin with. My issue here is I do not have any mechanism to backup my games to protect them without using the same tools used by bootleggers. I should not have to resort to such a tactic and Nintendo should do more to support my investment. Taking this one step further, I have issue with the fact Nintendo does not put any warranty information on the outside packaging so a buyer can be aware before making the decision to purchase their products. Even on Amazon, you are linked to another page and then referred to the manufacturer with no direct link. As a game buyer, whether retail or online, products are not very readily available for inspection. In standard brick-and-mortar stores, you have to get a sales assistant to review the package. Online, you are limited to what the retailer has decided to make available. In any case, I should not find out the details when I am most in need. So if you are buying into this game console ecosystem, there is more to the decision than how exciting their games are because the service is nothing but exciting and are at best reluctant to stand behind their products. I have given this product a single star because my decision to purchase the Nintendo Switch has been met with nothing more than being on my own after spending a lot of money. Excited gamers means lots of sales. Gamers who feel they have been taken advantage of simply have options with other consoles. I think you can guess which category I'm in and I hope you think twice about the company behind this one.","Counter({'game': 12, 'nintendo': 9, 'product': 5, 'repair': 5, 'card': 4, 'behind': 3, 'chip': 3, 'available': 3, 'issue': 3, 'purchase': 3, 'decision': 3, 'switch': 2, 'service': 2, 'company': 2, 'stand': 2, 'support': 2, 'told': 2, 'would': 2, 'take': 2, 'week': 2, 'need': 2, 'pay': 2, 'investment': 2, 'cartridge': 2, 'single': 2, 'ic': 2, 'even': 2, 'digital': 2, 'one': 2, 'buyer': 2, 'online': 2, 'sale': 2, 'console': 2, 'exciting': 2, 'nothing': 2, 'lot': 2, 'gamers': 2, 'think': 2, 'first': 1, 'going': 1, 'start': 1, 'saying': 1, 'ton': 1, 'thing': 1, 'love': 1, 'problem': 1, 'provided': 1, 'judged': 1, 'produce': 1, 'started': 1, 'failing': 1, 'shortly': 1, 'day': 1, 'contacted': 1, 'technical': 1, 'additional': 1, 'shipping': 1, 'also': 1, 'time': 1, 'pretty': 1, 'blunt': 1, 'asking': 1, 'original': 1, 'absolute': 1, 'rip': 1, 'sound': 1, 'furthermore': 1, 'kind': 1, 'inside': 1, 'usually': 1, 'soldered': 1, 'board': 1, 'read': 1, 'reader': 1, 'intel': 1, 'cpu': 1, 'easy': 1, 'say': 1, 'either': 1, 'anything': 1, 'unit': 1, 'replaced': 1, 'point': 1, 'add': 1, 'insult': 1, 'injury': 1, 'eshop': 1, 'download': 1, 'version': 1, 'suffer': 1, 'losing': 1, 'due': 1, 'faulty': 1, 'use': 1, 'copy': 1, 'huge': 1, 'movie': 1, 'many': 1, 'give': 1, 'free': 1, 'separate': 1, 'begin': 1, 'mechanism': 1, 'backup': 1, 'protect': 1, 'without': 1, 'using': 1, 'tool': 1, 'used': 1, 'bootlegger': 1, 'resort': 1, 'tactic': 1, 'taking': 1, 'step': 1, 'fact': 1, 'put': 1, 'warranty': 1, 'information': 1, 'outside': 1, 'packaging': 1, 'aware': 1, 'making': 1, 'amazon': 1, 'linked': 1, 'another': 1, 'page': 1, 'referred': 1, 'manufacturer': 1, 'direct': 1, 'link': 1, 'whether': 1, 'retail': 1, 'readily': 1, 'inspection': 1, 'standard': 1, 'store': 1, 'get': 1, 'assistant': 1, 'review': 1, 'package': 1, 'limited': 1, 'retailer': 1, 'decided': 1, 'make': 1, 'case': 1, 'find': 1, 'detail': 1, 'buying': 1, 'ecosystem': 1, 'best': 1, 'reluctant': 1, 'given': 1, 'star': 1, 'met': 1, 'spending': 1, 'money': 1, 'excited': 1, 'mean': 1, 'feel': 1, 'taken': 1, 'advantage': 1, 'simply': 1, 'option': 1, 'guess': 1, 'category': 1, 'hope': 1, 'twice': 1})",0.062610977
5,26/10/2020,"I first bought a Switch when it came out, but wasn't playing it much so I gave it to my daughters. Then, in March 2020, we had this thing called a pandemic happen, and we all had to shelter in place to a few months. So I looked into buying one again to pass the time. It was sold out everywhere, and when you DID find one, it was marked up 150%, Amazon, eBay, you name it. After being persistent, I found it at Walmart at the MSRP. Glad, now I have something to do beside watch TV all day.","Counter({'one': 2, 'first': 1, 'bought': 1, 'switch': 1, 'came': 1, 'playing': 1, 'much': 1, 'gave': 1, 'daughter': 1, 'march': 1, 'thing': 1, 'called': 1, 'pandemic': 1, 'happen': 1, 'shelter': 1, 'place': 1, 'month': 1, 'looked': 1, 'buying': 1, 'pas': 1, 'time': 1, 'sold': 1, 'everywhere': 1, 'find': 1, 'marked': 1, 'amazon': 1, 'ebay': 1, 'name': 1, 'persistent': 1, 'found': 1, 'walmart': 1, 'msrp': 1, 'glad': 1, 'something': 1, 'beside': 1, 'watch': 1, 'tv': 1, 'day': 1})",0.17
4,27/10/2020,"Likes: -Able to play on Nintendo Switch console, or connect console to TV with HDMI, and play watching the screen of TV -HDMI included -Joy cons allow more than one person to play Minor Dislikes: -There are not many games capable for the use of the joy cons","Counter({'play': 3, 'console': 2, 'tv': 2, 'con': 2, 'like': 1, 'nintendo': 1, 'switch': 1, 'connect': 1, 'hdmi': 1, 'watching': 1, 'screen': 1, 'included': 1, 'allow': 1, 'one': 1, 'person': 1, 'minor': 1, 'dislike': 1, 'many': 1, 'game': 1, 'capable': 1, 'use': 1, 'joy': 1})",0.357142857
5,27/10/2020,"I love my new switch, Im glad I bought it, and Im also really glad I was able to get it in my favorite color :","Counter({'im': 2, 'glad': 2, 'love': 1, 'new': 1, 'switch': 1, 'bought': 1, 'also': 1, 'really': 1, 'able': 1, 'get': 1, 'favorite': 1, 'color': 1})",0.439393939
5,27/10/2020,Real fun game system. My son loves it.,"Counter({'real': 1, 'fun': 1, 'game': 1, 'system': 1, 'son': 1, 'love': 1})",0.025
5,28/10/2020,Finally got one after the shortage of 2020. As expected. Great fun,"Counter({'finally': 1, 'got': 1, 'one': 1, 'shortage': 1, 'expected': 1, 'great': 1, 'fun': 1})",0.25
4,28/10/2020,"I'm very satisfied and I have no complaints about this console, I would recommend it to anyone","Counter({'satisfied': 1, 'complaint': 1, 'console': 1, 'would': 1, 'recommend': 1, 'anyone': 1})",0.65
5,28/10/2020,Very pleased with product. Is as described.,"Counter({'pleased': 1, 'product': 1, 'described': 1})",0.65
3,28/10/2020,"Expensive, did not include SDCard as advertised.","Counter({'expensive': 1, 'include': 1, 'sdcard': 1, 'advertised': 1})",-0.5
5,28/10/2020,Make sure you buy a memory card with it,"Counter({'make': 1, 'sure': 1, 'buy': 1, 'memory': 1, 'card': 1})",0.5
5,1/11/2020,Arrived on time and was exactly what we wanted,"Counter({'arrived': 1, 'time': 1, 'exactly': 1, 'wanted': 1})",0.25
5,2/11/2020,"It was delivered on time and even a few days earlier than expected. My son was super thrilled for his gift. He had played friends' consoles and loved the switch for its ease of travel and switching to a tv at home. The games are a little expensive as most are, but overall very happy with the product.","Counter({'delivered': 1, 'time': 1, 'even': 1, 'day': 1, 'earlier': 1, 'expected': 1, 'son': 1, 'super': 1, 'thrilled': 1, 'gift': 1, 'played': 1, 'friend': 1, 'console': 1, 'loved': 1, 'switch': 1, 'ease': 1, 'travel': 1, 'switching': 1, 'tv': 1, 'home': 1, 'game': 1, 'little': 1, 'expensive': 1, 'overall': 1, 'happy': 1, 'product': 1})",0.195075758
5,2/11/2020,Nintendo has a good selection of games that are less killing type of games. I choose this for the variety of non violence games you can offer the kids.,"Counter({'game': 3, 'nintendo': 1, 'good': 1, 'selection': 1, 'le': 1, 'killing': 1, 'type': 1, 'choose': 1, 'variety': 1, 'non': 1, 'violence': 1, 'offer': 1, 'kid': 1})",0.266666667
5,2/11/2020,Definitely love my switch. I think they’re pretty overpriced for what they are but an overall great system,"Counter({'definitely': 1, 'love': 1, 'switch': 1, 'think': 1, 'pretty': 1, 'overpriced': 1, 'overall': 1, 'great': 1, 'system': 1})",0.3875
5,4/11/2020,Likes : Easy to set up & use Fun for all ages depending on games Like that you can buy and download games Portable & tv hook up Love that you can buy multiple controllers and styles Almost like an adult Nintendo DS Battery life is amazing Easy to store and hide / small gaming council I’m not much of a gamer or into big gaming devices but I LOVE THIS dislikes : Nothing,"Counter({'like': 3, 'easy': 2, 'game': 2, 'buy': 2, 'love': 2, 'gaming': 2, 'set': 1, 'use': 1, 'fun': 1, 'age': 1, 'depending': 1, 'download': 1, 'portable': 1, 'tv': 1, 'hook': 1, 'multiple': 1, 'controller': 1, 'style': 1, 'almost': 1, 'adult': 1, 'nintendo': 1, 'd': 1, 'battery': 1, 'life': 1, 'amazing': 1, 'store': 1, 'hide': 1, 'small': 1, 'council': 1, 'much': 1, 'gamer': 1, 'big': 1, 'device': 1, 'dislike': 1, 'nothing': 1})",0.228787879
5,5/11/2020,A great console for the kids and you can play in any place as long as you have battery,"Counter({'great': 1, 'console': 1, 'kid': 1, 'play': 1, 'place': 1, 'long': 1, 'battery': 1})",0.375
5,6/11/2020,My Whole Family loves this item and it is a great gift,"Counter({'whole': 1, 'family': 1, 'love': 1, 'item': 1, 'great': 1, 'gift': 1})",0.5
5,7/11/2020,It's a fun console I play smash bros ultimate on it and it's an amazing experience very fun,"Counter({'fun': 2, 'console': 1, 'play': 1, 'smash': 1, 'bros': 1, 'ultimate': 1, 'amazing': 1, 'experience': 1})",0.3225
4,7/11/2020,Highly recommend great price for a great product! Wish I came with bigger memory card though. I would advise buying a bigger memory card.,"Counter({'great': 2, 'bigger': 2, 'memory': 2, 'card': 2, 'highly': 1, 'recommend': 1, 'price': 1, 'product': 1, 'wish': 1, 'came': 1, 'though': 1, 'would': 1, 'advise': 1, 'buying': 1})",0.392
5,8/11/2020,this is amazing just buy this already,"Counter({'amazing': 1, 'buy': 1, 'already': 1})",0.6
5,9/11/2020,Love playing on this with m grandchildren. My grandson set it up. Was easy for a teenager to do,"Counter({'love': 1, 'playing': 1, 'grandchild': 1, 'grandson': 1, 'set': 1, 'easy': 1, 'teenager': 1})",0.466666667
5,9/11/2020,Love it!!! I use it everyday! It was delivered very quickly and in great working order!,"Counter({'love': 1, 'use': 1, 'everyday': 1, 'delivered': 1, 'quickly': 1, 'great': 1, 'working': 1, 'order': 1})",0.539973958
5,10/11/2020,Love it,Counter({'love': 1}),0.5
5,10/11/2020,My kid is so happy! Animal Crossing on the switch is a winner!,"Counter({'kid': 1, 'happy': 1, 'animal': 1, 'crossing': 1, 'switch': 1, 'winner': 1})",1
5,11/11/2020,Came in perfect condition and came very fast,"Counter({'came': 2, 'perfect': 1, 'condition': 1, 'fast': 1})",0.63
1,11/11/2020,Worst this is the white box do not buy this one this is the first switch the red box is newer and cheaper if you get on Nintendo.com it is way cheaper than this junk the battery life is horrible on the white box but the red box has way more battery life,"Counter({'box': 4, 'white': 2, 'red': 2, 'cheaper': 2, 'way': 2, 'battery': 2, 'life': 2, 'worst': 1, 'buy': 1, 'one': 1, 'first': 1, 'switch': 1, 'newer': 1, 'get': 1, 'junk': 1, 'horrible': 1})",-0.15625
